entity_id,canonical_metabolite,all_metabolite_names,InChIKey,formula,n_studies_with_log2fc,n_effect_observations,n_up,n_down,mean_log2fc,median_log2fc,max_abs_log2fc,min_p_value,studies,dominant_direction,consistency_score,discordant,recurrent
IK_IWDCLRJOBJJRNH-UHFFFAOYSA-N,p-cresol,p-cresol,IWDCLRJOBJJRNH-UHFFFAOYSA-N,C7H8O,2,2,1,1,0.5438791935,0.5438791935,1.251567621,3.51e-9,38720721 | ST001814,Discordant/tie,0.5,TRUE,TRUE
IK_UAUDZVJPLUQNMU-KTKRTIGZSA-N,Erucamide,Erucamide,UAUDZVJPLUQNMU-KTKRTIGZSA-N,C22H43NO,2,2,1,1,0.11718957399999996,0.11718957399999996,0.99566541,0.0059,38720721 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_ZFRKQXVRDFCRJG-UHFFFAOYSA-N,3-Methylindole,3-Methylindole,ZFRKQXVRDFCRJG-UHFFFAOYSA-N,C9H9N,2,2,1,1,0.214307704,0.214307704,0.959771465,NA,24167579 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_KIDHWZJUCRJVML-UHFFFAOYSA-N,"1,4-diaminobutane","1,4-diaminobutane | Putrescine",KIDHWZJUCRJVML-UHFFFAOYSA-N,C4H12N2,2,2,1,1,0.4045965255,0.4045965255,0.862496621,NA,28880465 | 34577635,Discordant/tie,0.5,TRUE,TRUE
IK_XSXIVVZCUAHUJO-HZJYTTRNSA-N,FA 20:2,FA 20:2 | FFA 20:2,XSXIVVZCUAHUJO-HZJYTTRNSA-N,C20H36O2,2,2,1,1,0.22338902150000003,0.22338902150000003,0.842706719,0.009,33485385 | ST003159,Discordant/tie,0.5,TRUE,TRUE
IK_QUZSUMLPWDHKCJ-UHFFFAOYSA-N,Bisphenol A dimethacrylate,Bisphenol A dimethacrylate,QUZSUMLPWDHKCJ-UHFFFAOYSA-N,C23H24O4,2,2,1,1,-0.29223359449999997,-0.29223359449999997,0.798366139,NA,24167579 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_XJMMNTGIMDZPMU-UHFFFAOYSA-N,3-Methylglutaric acid,3-Methylglutaric acid | 3-Methyglutaric Acid,XJMMNTGIMDZPMU-UHFFFAOYSA-N,C6H10O4,2,2,1,1,0.246033973,0.246033973,0.771351704,0.00183,38720721 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_BYUOBSUZYQAFJM-UHFFFAOYSA-N,"6,8-Dihydroxypurine","6,8-Dihydroxypurine",BYUOBSUZYQAFJM-UHFFFAOYSA-N,C5H4N4O2,2,2,1,1,-0.26583395449999997,-0.26583395449999997,0.76121314,0.0615,28880465 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_BTCSSZJGUNDROE-UHFFFAOYSA-N,Gamma Aminobutyric acid,Gamma Aminobutyric acid | gamma-Aminobutyric acid | 4-aminobutanoic acid,BTCSSZJGUNDROE-UHFFFAOYSA-N,C4H9NO2,2,2,1,1,0.330507528,0.330507528,0.74520813,NA,MTBLS11904 | ST001814,Discordant/tie,0.5,TRUE,TRUE
IK_RGHNJXZEOKUKBD-SQOUGZDYSA-N,gluconic acid,gluconic acid,RGHNJXZEOKUKBD-SQOUGZDYSA-N,C6H12O7,2,2,1,1,-0.021376992999999955,-0.021376992999999955,0.736965594,0.00102,37755270 | 38720721,Discordant/tie,0.5,TRUE,TRUE
IK_NUJGJRNETVAIRJ-UHFFFAOYSA-N,Octanal,Octanal,NUJGJRNETVAIRJ-UHFFFAOYSA-N,C8H16O,2,2,1,1,-0.3286428435,-0.3286428435,0.715485867,NA,24167579 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_JAZBEHYOTPTENJ-JLNKQSITSA-N,FFA 20:5,FFA 20:5,JAZBEHYOTPTENJ-JLNKQSITSA-N,C20H30O2,2,2,1,1,-0.23059191250000002,-0.23059191250000002,0.713118852,0.0014,33485385 | ST003159,Discordant/tie,0.5,TRUE,TRUE
IK_BITHHVVYSMSWAG-KTKRTIGZSA-N,FFAD 20:1,FFAD 20:1,BITHHVVYSMSWAG-KTKRTIGZSA-N,C20H38O2,2,2,1,1,-0.318337563,-0.318337563,0.689659879,0,33485385 | ST003159,Discordant/tie,0.5,TRUE,TRUE
