entity_id,true_label,predicted,confidence,"prob__Alanine, aspartate and glutamate metabolism",prob__Amino sugar and nucleotide sugar metabolism,prob__Arachidonic acid metabolism,prob__Arginine and proline metabolism,prob__Arginine biosynthesis,prob__Ascorbate and aldarate metabolism,prob__Biosynthesis of unsaturated fatty acids,prob__Biotin metabolism,prob__Butanoate metabolism,prob__Caffeine metabolism,prob__Citrate cycle (TCA cycle),prob__Cysteine and methionine metabolism,prob__D-Amino acid metabolism,prob__Drug metabolism - cytochrome P450,prob__Drug metabolism - other enzymes,prob__Ether lipid metabolism,prob__Fatty acid biosynthesis,prob__Fatty acid degradation,prob__Folate biosynthesis,prob__Fructose and mannose metabolism,prob__Galactose metabolism,prob__Glutathione metabolism,prob__Glycerolipid metabolism,prob__Glycerophospholipid metabolism,"prob__Glycine, serine and threonine metabolism",prob__Glycolysis or Gluconeogenesis,prob__Glyoxylate and dicarboxylate metabolism,prob__Histidine metabolism,prob__Linoleic acid metabolism,prob__Lysine degradation,prob__Nicotinate and nicotinamide metabolism,prob__One carbon pool by folate,prob__Pantothenate and CoA biosynthesis,prob__Pentose and glucuronate interconversions,prob__Pentose phosphate pathway,prob__Phenylalanine metabolism,"prob__Phenylalanine, tyrosine and tryptophan biosynthesis",prob__Porphyrin metabolism,prob__Primary bile acid biosynthesis,prob__Propanoate metabolism,prob__Purine metabolism,prob__Pyrimidine metabolism,prob__Pyruvate metabolism,prob__Retinol metabolism,prob__Riboflavin metabolism,prob__Sphingolipid metabolism,prob__Starch and sucrose metabolism,prob__Steroid biosynthesis,prob__Steroid hormone biosynthesis,prob__Tryptophan metabolism,prob__Tyrosine metabolism,prob__Ubiquinone and other terpenoid-quinone biosynthesis,"prob__Valine, leucine and isoleucine biosynthesis","prob__Valine, leucine and isoleucine degradation",prob__Vitamin B6 metabolism
IK_FAUYAENFVCNTAL-PFFNLMTBSA-N,Linoleic acid metabolism,Linoleic acid metabolism,0.99224186,1.9286004e-08,2.9581402e-13,3.2602133e-11,2.1397023e-12,7.7256094e-13,0.0004361045,1.5210994e-14,2.3265324e-11,2.3864834e-15,1.3282736e-14,1.1411375e-12,1.2905378e-16,5.045019e-16,2.1731723e-06,3.5567552e-17,3.549723e-08,3.5799763e-14,1.0760728e-05,7.075771e-10,6.7002264e-14,6.2676557e-12,2.7582409e-10,6.6476093e-16,0.006064001,1.14883464e-10,5.1342177e-13,7.984362e-16,3.9066333e-15,0.99224186,3.093955e-13,9.836988e-07,9.621314e-10,1.8105719e-07,1.21758e-17,1.0282449e-13,4.619893e-12,2.3588184e-12,2.778861e-14,3.7407353e-05,7.337515e-17,2.5018796e-09,1.496831e-11,2.6577078e-15,5.2450244e-10,1.440778e-13,2.7740823e-06,3.789748e-15,1.0026825e-08,0.001177183,7.994165e-11,2.6627216e-05,8.420803e-13,4.288928e-15,6.397084e-18,1.7602182e-09
IK_FBCNXALHPSQUQY-WKABSKOFSA-N,Linoleic acid metabolism,Linoleic acid metabolism,0.97632456,6.3319476e-07,5.774834e-11,3.0462455e-09,4.2017523e-10,1.4505448e-10,0.0013377036,6.890955e-12,2.2163027e-09,7.950702e-13,5.0631157e-12,1.8205608e-10,1.1611658e-13,2.7999754e-13,1.7616368e-05,3.645577e-14,8.266462e-07,1.25835705e-11,7.934116e-05,3.0728806e-08,1.5119335e-11,6.741123e-10,1.0506024e-08,2.750678e-13,0.018507924,9.865939e-09,9.2208574e-11,3.7999888e-13,1.823165e-12,0.97632456,5.7492382e-11,1.6848448e-05,4.7079435e-08,4.1551857e-06,1.4700247e-14,1.872559e-11,4.4534948e-10,2.742871e-10,7.4882114e-12,0.0001721115,5.954718e-14,1.14412146e-07,1.0366661e-09,1.1979527e-12,1.9101579e-08,2.7451513e-11,2.8226741e-05,1.5012457e-12,2.073009e-07,0.0033178858,5.1584075e-09,0.00019170145,1.359644e-10,1.8956254e-12,7.981127e-15,6.004577e-08
IK_FVXDQWZBHIXIEJ-LNDKUQBDSA-N,Linoleic acid metabolism,Linoleic acid metabolism,0.9544492,5.0442945e-06,1.0726343e-09,3.7121715e-08,5.3214153e-09,1.7358417e-09,0.002567077,1.7652725e-10,3.1893006e-08,1.5034108e-11,1.1647394e-10,2.0861748e-09,4.0719012e-12,6.473197e-12,4.0879422e-05,1.8021352e-12,5.806213e-06,2.1590364e-10,0.00022937392,2.6971915e-07,4.1086035e-10,9.320671e-09,8.2167496e-08,4.268057e-12,0.036658533,1.1509071e-07,2.347765e-09,9.304174e-12,4.0243874e-11,0.9544492,8.842995e-10,8.64557e-05,4.4021394e-07,2.796503e-05,6.050875e-13,2.796688e-10,3.4577148e-09,2.0118687e-09,1.7304656e-10,0.00037770654,1.946318e-12,9.71359e-07,8.186772e-09,3.2901206e-11,1.3866433e-07,6.868501e-10,0.00011281349,3.8155153e-11,1.4170156e-06,0.0049939137,3.7948723e-08,0.00044111584,1.2041174e-09,4.3537163e-11,2.6775722e-13,5.071647e-07
IK_GHCZAUBVMUEKKP-PNNZQWTHSA-N,Primary bile acid biosynthesis,Primary bile acid biosynthesis,0.97282547,4.4239525e-14,7.951057e-10,7.9591477e-13,6.005891e-19,1.1273093e-16,0.019690024,8.7662934e-20,2.8220132e-10,4.746533e-07,5.577356e-15,1.3137262e-09,1.6463685e-16,3.7800557e-13,2.0436031e-05,6.726549e-15,5.2021445e-09,1.0924755e-16,5.6168084e-09,4.0443896e-07,6.523595e-09,4.78575e-07,0.0051090545,1.220898e-10,2.6669065e-07,9.842456e-13,3.6155426e-10,1.9649575e-09,2.7447108e-10,1.7690802e-05,2.5518163e-14,1.5825388e-13,2.3812646e-10,1.2487587e-11,3.716711e-14,1.9138428e-05,2.935415e-10,3.6194183e-11,3.4630502e-05,0.97282547,7.727296e-11,3.688718e-13,8.743767e-05,1.4585623e-09,0.002108614,1.0067104e-08,1.1362492e-07,5.0622896e-07,6.763338e-05,1.6398526e-05,2.5012337e-10,5.182066e-11,4.5625907e-14,5.306796e-19,3.637422e-13,1.317545e-06
IK_GHOKWGTUZJEAQD-ZETCQYMHSA-N,Pantothenate and CoA biosynthesis,One carbon pool by folate,0.19593215,0.028207513,0.00431788,0.13662745,0.008696051,0.011058064,0.008686573,0.13790822,0.0011848719,0.0007251671,0.018755712,0.006871735,0.008070369,0.0017857833,0.012761199,0.0030827096,0.0010196447,0.119746156,0.020114109,0.00082015386,0.00014252633,0.0041859606,0.0020508051,0.00020486518,0.025412362,0.016053488,6.4279056e-06,0.0038407557,0.009438664,0.0110275075,0.0029121977,0.037531253,0.19593215,0.013054796,0.006382795,0.00166373,0.0062439987,0.00049022125,0.00012050446,0.0007401958,0.0048844274,0.050692204,0.00017679045,0.005040851,0.00019446088,1.0692503e-05,0.022036433,0.0011337034,0.0001313681,0.00040415477,0.0066584186,0.000968173,0.0034839755,0.009317051,0.0057284995,0.021264268
IK_GIQXKAXWRLHLDD-VYACWCJYSA-N,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,0.8257772,1.053922e-06,1.5132347e-05,8.398193e-07,1.5611012e-11,8.772537e-11,0.8257772,1.5512707e-11,1.6934919e-05,1.5756856e-06,7.3438278e-09,3.5854725e-08,6.902254e-10,8.4231416e-10,0.0005975549,5.5172656e-08,0.0024012756,5.750205e-12,0.00020889759,0.001354904,0.0005273557,0.0005127462,0.014987227,1.7262309e-09,0.00016412501,5.5516256e-08,3.4219785e-05,6.8435064e-08,2.7548667e-08,0.0063476497,7.934243e-09,8.27601e-06,3.7816277e-05,1.720702e-05,3.8141086e-09,3.5658635e-05,4.0778797e-08,7.1758356e-11,7.365881e-05,0.017234081,1.0823504e-07,6.1143123e-06,5.9241715e-06,2.02677e-06,0.0023576338,0.00034935222,0.00026676297,1.488709e-05,0.116424024,2.1270602e-05,2.2438854e-08,2.159514e-07,1.11471436e-10,1.3181645e-11,1.7643249e-09,0.010195936
IK_GOQGGGANVKPMNH-UHFFFAOYSA-N,Tyrosine metabolism,Tyrosine metabolism,0.99023926,8.696968e-07,1.0866859e-15,1.01483075e-11,0.00043348578,0.0010052563,1.1531398e-09,2.231126e-11,2.9821671e-15,2.2149353e-13,1.4785356e-13,1.1474875e-06,1.0416269e-11,1.3303652e-06,7.2223685e-08,2.833846e-18,2.3861785e-14,3.3561437e-07,1.6787728e-12,3.7821694e-16,6.332935e-21,6.713389e-17,3.3898353e-09,3.2507078e-06,1.1607321e-05,7.4062456e-08,1.5446464e-21,6.448861e-12,8.305909e-11,2.353313e-06,6.674046e-08,1.1906933e-09,5.865736e-07,1.2922309e-10,8.484183e-11,2.3200647e-12,3.874851e-06,0.00011038744,4.953619e-17,8.637941e-09,2.0110815e-14,1.023544e-10,3.8770813e-07,7.3624626e-14,8.1928035e-13,6.793385e-23,4.084298e-10,8.955319e-16,7.815086e-15,2.0937348e-06,0.007526079,0.99023926,0.0006573954,6.1398615e-09,4.2015457e-11,1.0532457e-12
IK_GUMSBNXGPBAONF-UBRVPYPMSA-N,Glycerophospholipid metabolism,Glycerophospholipid metabolism,0.9440658,0.016818175,3.677838e-07,8.002196e-06,1.4920944e-05,4.2121904e-08,1.6936046e-05,1.3492058e-06,4.4076856e-05,6.6183304e-12,2.646477e-07,9.622161e-08,3.9283734e-08,1.7777171e-10,1.1305668e-08,4.5741128e-08,0.00037226063,1.05661236e-07,1.4968255e-06,5.6626495e-06,4.5964603e-07,4.5731466e-07,1.2321729e-07,6.0211298e-12,0.9440658,0.0025229573,6.3755795e-07,5.7085636e-10,6.905601e-09,0.003119441,2.181925e-07,0.0011295384,0.0002732693,0.024773108,2.8205496e-09,1.269153e-09,4.322655e-11,5.0599414e-09,2.3371731e-08,3.3286095e-05,4.9311055e-10,0.0032387627,7.406438e-09,2.3248918e-09,7.20378e-08,2.3614597e-08,0.002835182,2.2091124e-09,1.3025671e-06,0.00040909753,3.735029e-07,0.00030896004,4.1271714e-10,9.562075e-07,2.1074734e-11,2.1741907e-06
IK_GYJSAWZGYQXRBS-GRJZKGIBSA-N,Primary bile acid biosynthesis,Primary bile acid biosynthesis,0.73334324,2.2144354e-11,1.974184e-07,2.1799053e-10,1.8049122e-16,1.07095195e-14,0.18244284,8.055947e-17,5.170927e-08,4.919408e-06,1.9288356e-12,1.1973763e-08,9.1181565e-14,1.2350039e-11,0.000101190155,8.57622e-12,1.2938394e-06,8.69954e-15,3.157416e-07,2.9617793e-05,3.0657045e-06,5.2455576e-05,0.06417886,6.5486877e-10,3.1819993e-06,9.927668e-11,1.4945289e-07,4.6273804e-08,7.78742e-09,0.00013270418,3.4516498e-12,7.3940985e-11,5.7928208e-08,3.1034881e-09,9.826835e-12,0.00027457863,3.0838978e-09,3.9413982e-11,0.0007596978,0.73334324,7.0080537e-09,1.6544353e-10,0.00014912651,1.5049727e-07,0.013552696,3.933425e-06,3.7291813e-06,2.763624e-05,0.004748281,1.3380336e-05,1.7791743e-09,5.6660115e-10,8.064019e-13,1.5574041e-16,3.7740013e-11,0.00017266771
IK_HLAWVOWADPNAGN-BAHZUFOISA-N,Steroid biosynthesis,Ascorbate and aldarate metabolism,0.3307425,0.00030835217,0.00030323036,0.00050341,1.1338732e-06,3.8910434e-06,0.3307425,3.7012849e-06,0.00050141563,0.00027548787,1.187141e-05,5.2476415e-05,2.0639336e-06,4.32413e-06,0.039419465,2.0763922e-05,0.0075846263,5.3933454e-06,0.035078827,0.0048448425,0.0008382929,0.0027085908,0.030868454,1.049264e-05,0.020701375,8.6948115e-05,0.000398866,8.004766e-05,1.8125438e-05,0.1746732,1.8231432e-05,0.0012197479,0.0037574375,0.001271982,5.0336653e-06,0.0012806093,0.00017810529,1.2146697e-05,0.0010373594,0.16033381,3.894353e-05,0.00063931063,0.00089309533,0.00011268497,0.015857497,0.0009508053,0.034424175,0.00035682446,0.05914809,0.014054611,0.00021535005,0.00045020605,8.020227e-06,1.091051e-06,2.778598e-06,0.053679757
IK_IESVDEZGAHUQJU-ZLBXKVHBSA-N,Linoleic acid metabolism,Linoleic acid metabolism,0.9921256,2.0787798e-08,3.323488e-13,3.7011366e-11,2.360968e-12,8.632254e-13,0.0004396306,1.8002264e-14,2.6113665e-11,2.7249116e-15,1.5153472e-14,1.261635e-12,1.4797063e-16,5.8285354e-16,2.4093788e-06,4.2536526e-17,3.795205e-08,4.2384902e-14,1.1866755e-05,7.6143747e-10,7.673333e-14,7.0497722e-12,3.0097622e-10,7.3707425e-16,0.006179158,1.2876712e-10,5.767753e-13,9.298104e-16,4.4449905e-15,0.9921256,3.4140426e-13,1.0930347e-06,1.0763294e-09,1.9622392e-07,1.4240942e-17,1.1712471e-13,5.289571e-12,2.5428095e-12,3.1922303e-14,3.8161557e-05,8.4424416e-17,2.7409177e-09,1.6123245e-11,3.081834e-15,5.615152e-10,1.621776e-13,2.9896944e-06,4.4021298e-15,1.0779201e-08,0.0011722818,8.791361e-11,2.6657022e-05,9.560794e-13,4.893296e-15,7.540146e-18,1.956717e-09
IK_ISIJQGZVIFYXMD-QMUWONGRSA-M,Porphyrin metabolism,Porphyrin metabolism,0.5372502,1.728638e-07,0.00039043478,9.368548e-09,4.9044463e-11,1.5593167e-10,0.0010450839,1.8944848e-12,0.00019324181,0.00014795593,3.080912e-08,2.640528e-05,5.405261e-08,1.9574047e-07,1.4461352e-07,5.8180984e-08,1.831147e-05,1.5465006e-10,2.956881e-09,0.0008622547,0.006816402,0.011333359,0.1460606,3.5436824e-07,2.7359805e-05,1.2864082e-07,0.002502244,5.3007676e-05,7.8289544e-05,6.170504e-05,8.7513264e-08,8.8082536e-10,1.1312958e-05,5.6207995e-07,5.7615716e-07,0.004051759,1.0126069e-08,1.3519456e-08,0.5372502,0.0073831338,4.151302e-05,2.4528152e-08,0.0071426183,0.00023521262,0.17506225,0.020928387,1.46408365e-05,0.06777061,0.010325159,1.1661444e-05,4.381271e-07,1.4750162e-07,4.3736956e-10,6.6647625e-11,2.968491e-07,0.00015139383
IK_IXYVBZOSGGJWCW-UHFFFAOYSA-N,Drug metabolism - cytochrome P450,Glycerophospholipid metabolism,0.5709317,0.02549541,0.00017719532,0.0045614433,0.0083072,0.0009363644,0.002055101,0.00674945,0.00097654026,3.5658493e-06,0.00026473354,0.00042297764,9.384567e-05,2.150913e-05,0.0029620943,4.5016997e-05,0.0010812733,0.009404668,0.0113710025,0.00024361804,2.9351759e-05,0.00040926394,7.9688325e-05,3.874611e-06,0.5709317,0.05505016,2.098646e-05,3.096721e-05,0.00017485207,0.08623571,0.00012989591,0.05426027,0.017179422,0.04312486,3.165448e-05,4.585526e-05,0.00016969223,0.000328978,4.181545e-05,0.0028795742,1.3313917e-05,0.01681758,5.430402e-05,4.1898675e-05,6.595133e-05,5.8630726e-06,0.048783563,4.0850806e-05,0.000113186536,0.010337537,0.0018290025,0.013345346,0.0008624465,0.00041863188,1.4794857e-05,0.0009240999
IK_JAZBEHYOTPTENJ-JLNKQSITSA-N,Biosynthesis of unsaturated fatty acids,Biosynthesis of unsaturated fatty acids,0.9790517,5.0707007e-05,1.6779357e-10,0.00833671,5.1459836e-08,4.492807e-09,3.6267717e-10,0.9790517,7.799848e-12,1.3332581e-14,1.6518494e-06,4.171879e-11,1.607259e-07,1.2231946e-12,2.796526e-12,1.2493404e-10,3.600135e-13,0.006888564,7.799513e-10,2.5194897e-14,2.6353145e-15,5.2270827e-11,7.2202146e-13,2.9550253e-17,2.8054657e-05,0.0001971697,3.686233e-21,1.0898576e-11,2.0411675e-09,1.2513698e-10,2.0564e-09,2.2103448e-08,0.0052624014,1.17195846e-07,5.5198104e-09,1.139364e-13,1.0055355e-12,1.8201463e-13,1.6163693e-17,5.3188286e-13,4.6046938e-10,3.126069e-05,3.088925e-16,4.4555692e-11,4.1059835e-16,1.6355259e-20,9.581127e-05,5.3734225e-13,6.0817373e-16,2.3531586e-13,1.61903e-08,1.2041877e-11,3.690309e-12,5.5729586e-05,2.4242445e-11,3.3027014e-08
IK_JCCZCUUYYHWRGX-VGMNWLOBSA-N,Sphingolipid metabolism,Arachidonic acid metabolism,0.20619859,0.047444824,0.0045970553,0.20619859,0.0032813041,0.0022796767,0.0020138377,0.20182087,0.001501444,0.00014816727,0.041730642,0.00088381534,0.023037944,0.00041847935,0.00014199587,0.0068904976,0.00069033925,0.03055545,0.00055486616,0.0003330683,0.0001905797,0.002693384,0.0002992763,2.6060423e-05,0.017526975,0.031130252,1.6137786e-06,0.0009039642,0.002970432,0.00069841713,0.003921318,0.0074393214,0.14704804,0.01176175,0.0073705884,0.0001968222,0.00013505832,0.00010255958,1.3600173e-05,0.00010194256,0.004530219,0.07605539,1.5618407e-05,0.0016911934,2.7248363e-05,3.6389924e-06,0.029739168,0.000711088,2.7089276e-05,0.0001023662,0.001543898,0.00016495633,0.0001423985,0.06829878,0.00086559204,0.0070266286
IK_JCMUOFQHZLPHQP-BQBZGAKWSA-N,Cysteine and methionine metabolism,Linoleic acid metabolism,0.16488038,0.014124006,0.004834901,0.01570782,0.0034718115,0.0040518367,0.060553823,0.003664585,0.008346939,0.0017417279,0.0028615375,0.0044897655,0.0013366569,0.0010206489,0.073363334,0.0020058162,0.024495386,0.0035610532,0.0992636,0.012532314,0.003722423,0.0111895045,0.00891361,0.0007240833,0.07658345,0.008463777,0.0024439478,0.0018324129,0.0021806706,0.16488038,0.001791708,0.090102956,0.025137791,0.03944808,0.0011314233,0.0043613613,0.0066422937,0.0016137502,0.0031657808,0.024598004,0.0015266156,0.02680144,0.002754332,0.0031902147,0.007940105,0.0024164116,0.045436434,0.0033506616,0.013402299,0.019406185,0.0067751138,0.012542361,0.004146458,0.0010266762,0.0009805296,0.027949156
IK_JDHILDINMRGULE-UHFFFAOYNA-N,Histidine metabolism,Histidine metabolism,0.95213884,9.352888e-10,2.7684831e-05,1.04923695e-10,4.4121152e-13,2.710026e-09,2.1195957e-08,3.0705388e-17,3.3545047e-10,3.6052703e-07,1.6935977e-05,0.00078225735,0.04438043,0.00044441925,1.8787028e-16,9.138076e-10,9.056513e-16,9.716597e-15,8.6916056e-24,7.874783e-13,1.6838048e-12,1.1665536e-06,2.6021646e-06,1.6922558e-09,1.156899e-12,3.4984637e-12,6.1560474e-20,4.8660036e-07,0.95213884,6.8027025e-14,0.00019929564,2.0244087e-15,8.100807e-08,7.0568367e-13,0.0001679693,5.7706745e-07,1.4244547e-12,5.1647757e-12,7.3962494e-13,9.511229e-15,3.8074453e-05,2.8336936e-12,6.704843e-10,0.0017491023,3.1586065e-14,4.597987e-19,3.4075652e-17,2.0512496e-05,1.0758512e-18,1.050649e-17,8.807089e-12,5.5405037e-18,5.0159312e-14,1.1798964e-09,2.9149938e-05,1.1942937e-10
IK_JDSRHVWSAMTSSN-IRQZEAMPSA-N,Linoleic acid metabolism,Vitamin B6 metabolism,0.12846641,0.009830852,0.01154131,0.01987223,0.0004862969,0.0006095718,0.045535967,0.0037348652,0.0093767615,0.005471728,0.0022716944,0.0022877948,0.0010057964,0.00046444725,0.010354353,0.004890908,0.0290749,0.0037748455,0.045894407,0.02167306,0.014701777,0.029975075,0.045162484,0.0005111649,0.044634927,0.006384911,0.008521475,0.0051940205,0.0018020438,0.04560391,0.0012472427,0.008623955,0.061020657,0.017319998,0.0022596894,0.009924634,0.0022984243,0.000563103,0.016985212,0.034895137,0.006327772,0.014470284,0.005449062,0.007133304,0.03646648,0.014997032,0.10384492,0.015427521,0.05799813,0.012152583,0.0059530716,0.003349261,0.0005869249,0.0006267395,0.000968833,0.12846641
IK_JHMWTEQGLBMSLG-DMHZMEFUSA-N,Linoleic acid metabolism,Linoleic acid metabolism,0.9674365,2.039584e-06,3.265988e-10,1.2740526e-08,9.530695e-10,3.8859727e-10,0.0024417995,3.579794e-11,1.170982e-08,4.6641675e-12,2.4552863e-11,5.3131866e-10,7.014868e-13,1.3527857e-12,2.6823212e-05,3.840591e-13,3.1494787e-06,4.2965725e-11,0.00015683332,1.2844463e-07,1.5316985e-10,3.6190535e-09,4.8574755e-08,1.0071936e-12,0.025476465,3.3381976e-08,8.5925794e-10,2.262001e-12,8.188586e-12,0.9674365,2.4093325e-10,3.7641898e-05,1.9056183e-07,1.1972585e-05,1.07004303e-13,9.670589e-11,1.1614301e-09,5.133604e-10,5.365898e-11,0.0003118102,4.1503888e-13,3.5814335e-07,3.1620178e-09,8.558778e-12,7.8890636e-08,2.8005312e-10,7.375993e-05,1.0406336e-11,1.0174562e-06,0.003799894,1.3135505e-08,0.00021920288,2.861268e-10,8.433321e-12,4.6087158e-14,2.9831907e-07
IK_JHPNVNIEXXLNTR-UHFFFAOYSA-N,Lysine degradation,"Alanine, aspartate and glutamate metabolism",0.3614764,0.3614764,1.0596705e-06,0.0012526592,0.10182648,0.021172892,4.2481797e-06,0.013877108,6.147612e-07,2.7293485e-08,0.00019497871,0.0001699327,0.0041213944,0.00045394996,1.6608013e-07,7.003393e-07,2.0897085e-08,0.016123574,1.6585782e-08,1.80308e-09,4.3814427e-10,9.099433e-08,1.8880115e-06,6.622451e-07,0.0027338464,0.07587704,7.525554e-13,5.001635e-07,0.00017483789,7.5978965e-06,0.011904892,5.802574e-05,0.32346368,0.00012200782,0.00018268023,8.859381e-08,3.3541191e-06,1.2020248e-05,5.083607e-11,5.9486556e-08,1.2545697e-06,0.00038827473,4.6138844e-08,2.1810272e-06,2.3267448e-10,1.4459801e-13,2.4523551e-05,3.322654e-08,5.2698765e-11,1.55146e-07,0.0004483916,8.170947e-05,4.331656e-05,0.06377333,1.5603971e-05,1.6525928e-06
IK_JUAPMRSLDANLAS-HOTGVXAUSA-N,"Phenylalanine, tyrosine and tryptophan biosynthesis",Drug metabolism - cytochrome P450,0.26402372,0.0012714975,0.0029264742,0.014299329,0.00057693577,0.0028526802,0.050461046,0.0021426433,0.0010758819,0.018318366,0.0018677821,0.024034532,0.00088519766,0.0029969723,0.26402372,0.00051733677,0.0021396398,0.01118442,0.047575925,0.0036517174,0.00030877185,0.0074666943,0.042336617,0.004680231,0.020996304,0.0014047973,0.000111138404,0.020572407,0.008473366,0.03234835,0.0013732299,0.0034831709,0.021341192,0.0020266252,0.0020033696,0.04375557,0.041166943,0.010610927,0.0062808627,0.06769504,0.0054979925,0.004774623,0.02389814,0.008985161,0.018510586,0.00011108844,0.02297397,0.0043688314,0.0041853096,0.01650489,0.02160634,0.0031779378,0.006533693,0.0002754938,0.004732012,0.062626146
IK_JVTAAEKCZFNVCJ-UWTATZPHSA-N,Pyruvate metabolism,Histidine metabolism,0.36292848,2.8616461e-05,0.07091855,0.00046899336,1.814706e-06,6.453218e-05,0.0058269342,4.6517945e-07,0.00035627824,0.0061066705,0.020316418,0.011275658,0.08933069,0.005246484,1.0360381e-05,0.0022199287,1.1686789e-05,1.4210875e-06,4.520201e-08,0.00030954907,0.00022177015,0.05281416,0.0043946146,0.00018870617,9.1082275e-06,8.582523e-06,8.731548e-08,0.008500201,0.36292848,4.895307e-06,0.0021161062,1.2779462e-05,0.0006851308,4.5170364e-05,0.031392198,0.016881706,3.894493e-05,5.3637523e-06,0.00015961086,8.653401e-06,0.05773784,0.00019382467,9.23372e-05,0.15443668,2.0220132e-05,8.568273e-07,1.1613565e-06,0.066984,8.7740904e-07,8.593194e-08,8.510116e-06,2.27355e-08,4.3359432e-06,2.2727558e-05,0.026548533,0.0010366554
IK_JXGLGTFMAQOJBB-HEDKFQSOSA-N,Glycerophospholipid metabolism,Glycerophospholipid metabolism,0.73529553,0.03309027,8.087633e-05,0.0011437114,0.0006469912,4.3872467e-05,0.0014127761,0.0004867059,0.0010609841,2.3713555e-07,6.2586805e-05,4.068859e-05,1.8351591e-05,1.1011754e-06,5.7941215e-05,2.351993e-05,0.0035792575,0.00014316429,0.0012495451,0.00036085118,6.951805e-05,0.00016164618,5.0727667e-05,1.8501946e-07,0.73529553,0.018678017,6.41511e-05,2.7676626e-06,1.0137854e-05,0.03905272,4.1367075e-05,0.020163573,0.006470634,0.06586566,5.1977286e-06,4.684449e-06,1.9731965e-06,1.3760618e-05,1.5234099e-05,0.0017738908,1.9569823e-06,0.019341324,9.003063e-06,5.890607e-06,4.1462856e-05,1.2050796e-05,0.036103193,5.7883085e-06,0.00019491056,0.0074476902,0.0001976191,0.004754325,6.8379823e-06,8.2778315e-05,4.5003424e-07,0.0005499024
IK_KEECCEWTUVWFCV-UHFFFAOYSA-N,D-Amino acid metabolism,Linoleic acid metabolism,0.4073195,0.01306031,0.00037195475,0.00222025,0.0003976163,0.00020205711,0.02722106,0.00030117502,0.002461522,2.4068224e-05,0.00013452847,0.00025025764,3.567843e-05,1.6880707e-05,0.0071304278,7.863179e-05,0.014662018,0.0001675363,0.03685328,0.0026135505,0.00046639118,0.0010391753,0.0009579861,6.119428e-06,0.26046452,0.004020929,0.00071911584,3.660553e-05,5.6372148e-05,0.4073195,0.00013273791,0.06257083,0.0063832956,0.03998816,1.7526963e-05,0.00011703618,0.00016792516,7.104332e-05,0.00016015129,0.014426833,2.2136219e-05,0.009325901,0.00017309499,0.00010429844,0.0010392318,0.00030497173,0.03431007,8.872078e-05,0.004611088,0.027599396,0.00059373723,0.009055446,0.000107735315,6.495385e-05,7.1003187e-06,0.0052670455
IK_KJPVZTMEFPUZPC-UYQAEJRRSA-N,Glycerophospholipid metabolism,Sphingolipid metabolism,0.0880476,0.009268752,0.016734697,0.012230623,0.0010646549,0.0012551299,0.022183612,0.0040321858,0.0098653035,0.01055562,0.0032971548,0.009999356,0.0030103703,0.0016320122,0.0033307783,0.003651416,0.010715208,0.010619803,0.009107575,0.01601032,0.009445052,0.04070884,0.05502581,0.001724272,0.058725886,0.0076458678,0.008507157,0.015404737,0.00816388,0.04004074,0.003200473,0.002359471,0.05576117,0.009539819,0.004952134,0.018267736,0.0027074816,0.0036513235,0.047625672,0.039534826,0.014199163,0.006243331,0.023533035,0.013664762,0.068118185,0.014377418,0.0880476,0.040381547,0.022347886,0.025873896,0.01787526,0.006006048,0.0010157913,0.0014457082,0.0022350543,0.063078344
IK_KLZGKIDSEJWEDW-UHFFFAOYSA-N,Arginine and proline metabolism,Arginine and proline metabolism,0.68001103,0.09777845,1.2354659e-06,9.65326e-05,0.68001103,0.032247826,2.9168355e-05,0.0004008185,6.342024e-06,8.778541e-08,1.6079686e-05,0.0009235065,0.000151772,0.00032334035,4.9529914e-05,1.906615e-07,1.7405456e-06,0.0037678003,2.9638925e-06,1.3496606e-07,6.4214607e-09,2.672968e-07,1.0756104e-05,1.7043534e-05,0.037246883,0.064653166,1.4245675e-09,1.3519647e-06,6.669798e-05,0.0013220195,0.0010811103,0.0026007977,0.028876774,0.0018208263,2.4231513e-05,1.420871e-06,7.825244e-05,0.00033678833,2.6604997e-08,1.7978537e-05,3.2484556e-07,0.00030039178,8.541356e-06,1.7404726e-06,7.0775016e-08,1.2490685e-10,6.2957704e-05,2.571024e-07,2.5318581e-08,9.507753e-05,0.0024833414,0.038057018,0.0034455361,0.0015638046,1.40383345e-05,1.989886e-06
